time,y,vy,ay
2.289999999999991695e-02,1.008249767776740607e-01,-1.208996967550323154e-01,-3.456092448311108178e+00
2.299999999999991634e-02,1.008128695889699139e-01,-1.212440773277796424e-01,-3.443805727473264966e+00
2.309999999999991574e-02,1.008007280234410746e-01,-1.215872332488829449e-01,-3.431559211033053280e+00
2.319999999999991513e-02,1.007885522033537956e-01,-1.219291684967647588e-01,-3.419352478818192598e+00
2.329999999999991453e-02,1.007763422505748852e-01,-1.222698870813327537e-01,-3.407185845679904457e+00
2.339999999999991392e-02,1.007640982865714435e-01,-1.226093929873673521e-01,-3.395059060346043989e+00
2.349999999999991332e-02,1.007518204324142352e-01,-1.229476901566768088e-01,-3.382971693094606991e+00
2.359999999999991271e-02,1.007395088087782858e-01,-1.232847825623856336e-01,-3.370924057088196424e+00
2.369999999999991211e-02,1.007271635359425349e-01,-1.236206741526290898e-01,-3.358915902434608025e+00
2.379999999999991150e-02,1.007147847337932639e-01,-1.239553688328968867e-01,-3.346946802677915667e+00
2.389999999999991090e-02,1.007023725218245819e-01,-1.242888705406948735e-01,-3.335017077979824052e+00
2.399999999999991029e-02,1.006899270191381063e-01,-1.246211831888489885e-01,-3.323126481541125887e+00
2.409999999999990969e-02,1.006774483444462798e-01,-1.249523106475556034e-01,-3.311274587066166841e+00
2.419999999999990908e-02,1.006649366160729392e-01,-1.252822568193221742e-01,-3.299461717665704619e+00
2.429999999999990848e-02,1.006523919519528715e-01,-1.256110255819656574e-01,-3.287687626434872890e+00
2.439999999999990787e-02,1.006398144696352415e-01,-1.259386207705543437e-01,-3.275951885886748904e+00
2.449999999999990727e-02,1.006272042862840777e-01,-1.262650462528183692e-01,-3.264254822640275666e+00
2.459999999999990666e-02,1.006145621806677909e-01,-1.265770660729359232e-01,-3.120198201175557795e+00
2.469999999999990606e-02,1.006019041984325818e-01,-1.265825786311175760e-01,-5.512558181655240197e-02
2.479999999999990545e-02,1.005892426429597780e-01,-1.266485308248548047e-01,-6.595219373722003287e-01
2.489999999999990485e-02,1.005765712332436224e-01,-1.267796634982041870e-01,-1.311326733493941576e+00
