time,y,vy,ay
2.029999999999993268e-02,1.011271808639229719e-01,-1.115106309009237795e-01,-3.788671049512049027e+00
2.039999999999993208e-02,1.011160109242182220e-01,-1.118881631941977817e-01,-3.775322932739996862e+00
2.049999999999993147e-02,1.011048032978071054e-01,-1.122643650281560934e-01,-3.762018339583060200e+00
2.059999999999993087e-02,1.010935581175186199e-01,-1.126392407416315217e-01,-3.748757134754298725e+00
2.069999999999993026e-02,1.010822755157485403e-01,-1.130127946599616129e-01,-3.735539183300972788e+00
2.079999999999992966e-02,1.010709556244607926e-01,-1.133850310949383600e-01,-3.722364349767442349e+00
2.089999999999992905e-02,1.010595985751887999e-01,-1.137559543449735006e-01,-3.709232500351411499e+00
2.099999999999992845e-02,1.010482044990367867e-01,-1.141255686951561377e-01,-3.696143501826349098e+00
2.109999999999992784e-02,1.010367735266811673e-01,-1.144938784172542245e-01,-3.683097220980913189e+00
2.119999999999992724e-02,1.010253057883718220e-01,-1.148608877697382541e-01,-3.670093524840246868e+00
2.129999999999992663e-02,1.010138014139334434e-01,-1.152266009978205885e-01,-3.657132280823327086e+00
2.139999999999992603e-02,1.010022605327668827e-01,-1.155910223335014780e-01,-3.644213356808921223e+00
2.149999999999992542e-02,1.009906832738470955e-01,-1.159541560621523276e-01,-3.631337286508474094e+00
2.159999999999992482e-02,1.009790697657187708e-01,-1.163160065043652991e-01,-3.618504422129655840e+00
2.169999999999992421e-02,1.009674201365033941e-01,-1.166765778031920997e-01,-3.605712988267995023e+00
2.179999999999992361e-02,1.009557345139078383e-01,-1.170358741078156850e-01,-3.592963046235856162e+00
2.189999999999992300e-02,1.009440130252240719e-01,-1.173938995675754826e-01,-3.580254597597957833e+00
2.199999999999992240e-02,1.009322557973294371e-01,-1.177506583249893629e-01,-3.567587574138758377e+00
2.209999999999992179e-02,1.009204629566875233e-01,-1.181061545131521506e-01,-3.554961881627874298e+00
2.219999999999992119e-02,1.009086346293491254e-01,-1.184603922547205618e-01,-3.542377415684136110e+00
2.229999999999992058e-02,1.008967709409533259e-01,-1.188133756613014430e-01,-3.529834065808861165e+00
2.239999999999991998e-02,1.008848720167286189e-01,-1.191651088329509223e-01,-3.517331716494847438e+00
2.249999999999991937e-02,1.008729379814952837e-01,-1.195155958337336677e-01,-3.504870007827516787e+00
2.259999999999991876e-02,1.008609689596655645e-01,-1.198648407607758454e-01,-3.492449270421735363e+00
2.269999999999991816e-02,1.008489650752431716e-01,-1.202128476870958640e-01,-3.480069263200189500e+00
2.279999999999991755e-02,1.008369264518266806e-01,-1.205596206426309547e-01,-3.467729555350911763e+00
2.289999999999991695e-02,1.008248532126102132e-01,-1.209051636868329893e-01,-3.455430442020412052e+00
2.299999999999991634e-02,1.008127454803832423e-01,-1.212494808525602374e-01,-3.443171657272513286e+00
2.309999999999991574e-02,1.008006033775341592e-01,-1.215925761290245349e-01,-3.430952764642996922e+00
2.319999999999991513e-02,1.007884270260508836e-01,-1.219344535363860171e-01,-3.418774073614866627e+00
2.329999999999991453e-02,1.007762165475205723e-01,-1.222751170699619278e-01,-3.406635335759101491e+00
2.339999999999991392e-02,1.007639720631329366e-01,-1.226145706826627518e-01,-3.394536127008309645e+00
2.349999999999991332e-02,1.007516936936808521e-01,-1.229528183591113571e-01,-3.382476764486118448e+00
2.359999999999991271e-02,1.007393815595599429e-01,-1.232898640589985551e-01,-3.370456998872015664e+00
2.369999999999991211e-02,1.007270357807720368e-01,-1.236257116991258953e-01,-3.358476401273408740e+00
2.379999999999991150e-02,1.007146564769256791e-01,-1.239603652279241547e-01,-3.346535287982608242e+00
2.389999999999991090e-02,1.007022437672358411e-01,-1.242938285687569394e-01,-3.334633408327868143e+00
2.399999999999991029e-02,1.006897977705273062e-01,-1.246261056020493557e-01,-3.322770332924128045e+00
2.409999999999990969e-02,1.006773186052351832e-01,-1.249572002403127324e-01,-3.310946382633811691e+00
2.419999999999990908e-02,1.006648063894046014e-01,-1.252871163712136193e-01,-3.299161309008766363e+00
2.429999999999990848e-02,1.006522612406940687e-01,-1.256158578395364378e-01,-3.287414683228295775e+00
2.439999999999990787e-02,1.006396832763759575e-01,-1.259434285225605188e-01,-3.275706830240725065e+00
2.449999999999990727e-02,1.006270726140899019e-01,-1.262698171984230899e-01,-3.263886758625590634e+00
2.459999999999990666e-02,1.006144293712453730e-01,-1.265950396921850241e-01,-3.252224937619444312e+00
2.469999999999990606e-02,1.006017543271280068e-01,-1.269058426551691876e-01,-3.108029629841684294e+00
2.479999999999990545e-02,1.005890635618724993e-01,-1.269094624548526284e-01,-3.619799683453746308e-02
2.489999999999990485e-02,1.005763694041992146e-01,-1.269736910109119377e-01,-6.422855605930937184e-01
2.499999999999990424e-02,1.005636655567876819e-01,-1.271032572197401678e-01,-1.295662088282386160e+00
2.509999999999990364e-02,1.005509466326031387e-01,-1.272752264712264658e-01,-1.719692514863043087e+00
2.519999999999990303e-02,1.005382091687278129e-01,-1.274740510352526390e-01,-1.988245640261715685e+00
2.529999999999990243e-02,1.005254509418029851e-01,-1.276904874612100060e-01,-2.164364259573790417e+00
2.539999999999990182e-02,1.005126704906137841e-01,-1.279185363228418360e-01,-2.280488616318415485e+00
2.549999999999990122e-02,1.004998668640768589e-01,-1.281539944156632749e-01,-2.354580928214383029e+00
2.559999999999990061e-02,1.004870394667288641e-01,-1.283939525441536444e-01,-2.399581284903688605e+00
2.569999999999990001e-02,1.004741879419930040e-01,-1.286365421729414593e-01,-2.425896287878133606e+00
2.579999999999989940e-02,1.004613120821897798e-01,-1.288806538915385491e-01,-2.441117185970816283e+00
2.589999999999989880e-02,1.004484117667811122e-01,-1.291256542818417508e-01,-2.450003903032065722e+00
2.599999999999989819e-02,1.004354869265955685e-01,-1.293711494289381814e-01,-2.454951470964407800e+00
2.609999999999989759e-02,1.004225375273113535e-01,-1.296168362554594167e-01,-2.456868265212412528e+00
2.619999999999989698e-02,1.004095635640603751e-01,-1.298624287640494646e-01,-2.455925085900354077e+00
2.629999999999989638e-02,1.003965647721043880e-01,-1.301134103557369526e-01,-2.509815916874893027e+00
